name,cdn_number,emoji
Pangoro,675,<:__:1477325383417331773>
Furfrou,676,<:__:1477325394079256711>
Espurr,677,<:__:1477325404401303704>
Meowstic,678,<:__:1477325416132771872>
Honedge,679,<:__:1477325427436552345>
Doublade,680,<:__:1477325439537250324>
Aegislash,681,<:__:1477325449854976010>
Spritzee,682,<:__:1477325461095977002>
Aromatisse,683,<:__:1477325472202494066>
Swirlix,684,<:__:1477325482679599292>
Slurpuff,685,<:__:1477325492355989624>
Inkay,686,<:__:1477325504544768122>
Malamar,687,<:__:1477325516632752198>
Binacle,688,<:__:1477325528976330869>
Barbaracle,689,<:__:1477325540611592395>
Skrelp,690,<:__:1477325552820944957>
Dragalge,691,<:__:1477325563239727134>
Clauncher,692,<:__:1477325574782451934>
Clawitzer,693,<:__:1477325586484432998>
Helioptile,694,<:__:1477325598320890142>
Heliolisk,695,<:__:1477325609083469934>
Tyrunt,696,<:__:1477325620521205954>
Tyrantrum,697,<:__:1477325632189759705>
Amaura,698,<:__:1477325642889560065>
Aurorus,699,<:__:1477325653488566408>
Sylveon,700,<:__:1477325663286460436>
Hawlucha,701,<:__:1477325674867069131>
Dedenne,702,<:__:1477325685491105983>
Carbink,703,<:__:1477325697549729802>
Goomy,704,<:__:1477325707637162119>
Sliggoo,705,<:__:1477325721788616754>
Goodra,706,<:__:1477325733687726083>
Klefki,707,<:__:1477325744991633570>
Phantump,708,<:__:1477325756613918811>
Trevenant,709,<:__:1477325767036899328>
Pumpkaboo,710,<:__:1477325779087130714>
Gourgeist,711,<:__:1477325789107323012>
Bergmite,712,<:__:1477325801581052015>
Avalugg,713,<:__:1477325811748180160>
Noibat,714,<:__:1477325822250713140>
Noivern,715,<:__:1477325833302573160>
Xerneas,716,<:__:1477325843091951708>
Yveltal,717,<:__:1477325853409939477>
Zygarde,718,<:__:1477325863468007589>
Diancie,719,<:__:1477325876168233046>
Hoopa,720,<:__:1477325888226984007>
Volcanion,721,<:__:1477325899295756359>
Rowlet,722,<:__:1477325909341114551>
Dartrix,723,<:__:1477325920368066752>
Decidueye,724,<:__:1477325931386507450>
Litten,725,<:__:1477325942358544410>
Torracat,726,<:__:1477325953167523870>
Incineroar,727,<:__:1477325964026314785>
Popplio,728,<:__:1477325974029996042>
Brionne,729,<:__:1477325985996345344>
Primarina,730,<:__:1477325997807374479>
Pikipek,731,<:__:1477326007143764114>
Trumbeak,732,<:__:1477326017629782057>
Toucannon,733,<:__:1477326027729404004>
Yungoos,734,<:__:1477326038097858712>
Gumshoos,735,<:__:1477326049330069756>
Grubbin,736,<:__:1477326058909860090>
Charjabug,737,<:__:1477326069538357330>
Vikavolt,738,<:__:1477326081156579561>
Crabrawler,739,<:__:1477326092644909127>
Crabominable,740,<:__:1477326103415750686>
Oricorio,741,<:__:1477326113406451818>
Cutiefly,742,<:__:1477326123699535873>
Ribombee,743,<:__:1477326133996552374>
Rockruff,744,<:__:1477326143836258404>
Lycanroc,745,<:__:1477326153592209511>
Wishiwashi,746,<:__:1477326163658539138>
Mareanie,747,<:__:1477326174765191360>
Toxapex,748,<:__:1477326184558755952>
Mudbray,749,<:__:1477326195757420819>
Mudsdale,750,<:__:1477326207937937562>
Dewpider,751,<:__:1477326220122128566>
Araquanid,752,<:__:1477326232575152279>
Fomantis,753,<:__:1477326242758922342>
Lurantis,754,<:__:1477326257929715742>
Morelull,755,<:__:1477326268390441104>
Shiinotic,756,<:__:1477326279219871856>
Salandit,757,<:__:1477326289844310036>
Salazzle,758,<:__:1477326301634232330>
Stufful,759,<:__:1477326313655373824>
Bewear,760,<:__:1477326325315408045>
Bounsweet,761,<:__:1477326336648548563>
Steenee,762,<:__:1477326347884953672>
Tsareena,763,<:__:1477326357737377842>
Comfey,764,<:__:1477326369170915419>
Oranguru,765,<:__:1477326381888049394>
Passimian,766,<:__:1477326392126607431>
Wimpod,767,<:__:1477326403643899945>
Golisopod,768,<:__:1477326413290934415>
Sandygast,769,<:__:1477326423659384965>
Palossand,770,<:__:1477326434958577766>
Pyukumuku,771,<:__:1477326446769995932>
Type: Null,772,<:__:1477326459164033046>
Silvally,773,<:__:1477326469267980319>
Minior,774,<:__:1477326481318482190>
Komala,775,<:__:1477326492982841395>
Turtonator,776,<:__:1477326504814842048>
Togedemaru,777,<:__:1477326515124572250>
Mimikyu,778,<:__:1477326525295759465>
Bruxish,779,<:__:1477326535525662751>
Drampa,780,<:__:1477326547508527135>
Dhelmise,781,<:__:1477326559739117680>
Jangmo-o,782,<:__:1477326570317283338>
Hakamo-o,783,<:__:1477326583101657229>
Kommo-o,784,<:__:1477326592467402887>
Tapu Koko,785,<:__:1477326604404396186>
Tapu Lele,786,<:__:1477326617289293979>
Tapu Bulu,787,<:__:1477326628647600361>
Tapu Fini,788,<:__:1477326639225372815>
Cosmog,789,<:__:1477326650860503090>
Cosmoem,790,<:__:1477326663196086488>
Solgaleo,791,<:__:1477326678676996251>
Lunala,792,<:__:1477326688055591134>
Nihilego,793,<:__:1477326700235984908>
Buzzwole,794,<:__:1477326711644360854>
Pheromosa,795,<:__:1477326722625179843>
Xurkitree,796,<:__:1477326733421314108>
Celesteela,797,<:__:1477326746000036022>
Kartana,798,<:__:1477326756741513479>
Guzzlord,799,<:__:1477326768942747669>
Necrozma,800,<:__:1477326779277512898>
Magearna,801,<:__:1477326790262259774>
Marshadow,802,<:__:1477326802275008736>
Poipole,803,<:__:1477326813276672070>
Naganadel,804,<:__:1477326823443529871>
Stakataka,805,<:__:1477326836261195896>
Blacephalon,806,<:__:1477326846935699550>
Zeraora,807,<:__:1477326858042347693>
Meltan,808,<:__:1477326869501313044>
Melmetal,809,<:__:1477326881425457324>
Grookey,810,<:__:1477326892142170193>
Thwackey,811,<:__:1477326902191722627>
Rillaboom,812,<:__:1477326912396333280>
Scorbunny,813,<:__:1477326922588487821>
Raboot,814,<:__:1477326932378124349>
Cinderace,815,<:__:1477326943119736894>
Sobble,816,<:__:1477326954356281354>
Drizzile,817,<:__:1477326964519079989>
Inteleon,818,<:__:1477326976766185692>
Skwovet,819,<:__:1477326988615356439>
Greedent,820,<:__:1477327001365774527>
Rookidee,821,<:__:1477327013470539928>
Corvisquire,822,<:__:1477327024895954944>
Corviknight,823,<:__:1477327036602384480>
Blipbug,824,<:__:1477327046869782550>
Dottler,825,<:__:1477327057305210931>
Orbeetle,826,<:__:1477327075710079050>
Nickit,827,<:__:1477327087621767292>
Thievul,828,<:__:1477327100364193855>
Gossifleur,829,<:__:1477327112460566720>
Eldegoss,830,<:__:1477327122992336908>
Wooloo,831,<:__:1477327135638294528>
Dubwool,832,<:__:1477327148258955447>
Chewtle,833,<:__:1477327159390503004>
Drednaw,834,<:__:1477327169264025651>
Yamper,835,<:__:1477327178717728941>
Boltund,836,<:__:1477327189488828519>
Rolycoly,837,<:__:1477327200230441125>
Carkol,838,<:__:1477327210938634343>
Coalossal,839,<:__:1477327220954628278>
Applin,840,<:__:1477327231876464856>
Flapple,841,<:__:1477327243163205713>
Appletun,842,<:__:1477327255699980443>
Silicobra,843,<:__:1477327267070873642>
Sandaconda,844,<:__:1477327279234351155>
Cramorant,845,<:__:1477327290961629419>
Arrokuda,846,<:__:1477327302106026208>
Barraskewda,847,<:__:1477327312713289892>
Toxel,848,<:__:1477327324822241373>
Amped Toxtricity,849,<:__:1477327336922943528>
Sizzlipede,850,<:__:1477327347488264204>
Centiskorch,851,<:__:1477327359144099860>
Clobbopus,852,<:__:1477327369575338076>
Grapploct,853,<:__:1477327386059079752>
Sinistea,854,<:__:1477327398008520784>
Polteageist,855,<:__:1477327410407014604>
Hatenna,856,<:__:1477327420406108373>
Hattrem,857,<:__:1477327431932182672>
Hatterene,858,<:__:1477327442103238870>
Impidimp,859,<:__:1477327454795206793>
Morgrem,860,<:__:1477327467042701524>
Grimmsnarl,861,<:__:1477327478610726983>
Obstagoon,862,<:__:1477327490748907825>
Perrserker,863,<:__:1477327503566573648>
Cursola,864,<:__:1477327515755483236>
Sirfetch'd,865,<:__:1477327527557992628>
Mr. Rime,866,<:__:1477327538639605885>
Runerigus,867,<:__:1477327550379462838>
Milcery,868,<:__:1477327561536176190>
Alcremie,869,<:__:1477327573607256246>
Falinks,870,<:__:1477327586513129673>
Pincurchin,871,<:__:1477327597536018617>
Snom,872,<:__:1477327607992156262>
Frosmoth,873,<:__:1477327619543273476>
Stonjourner,874,<:__:1477327632063266930>
Eiscue,875,<:__:1477327643299811440>
Indeedee,876,<:__:1477327653538238646>
Morpeko,877,<:__:1477327664598483139>
Cufant,878,<:__:1477327676690665574>
Copperajah,879,<:__:1477327688451752009>
Dracozolt,880,<:__:1477327699839160504>
Arctozolt,881,<:__:1477327711037947988>
Dracovish,882,<:__:1477327720986841281>
Arctovish,883,<:__:1477327730902040677>
Duraludon,884,<:__:1477327742591701092>
Dreepy,885,<:__:1477327752498512065>
Drakloak,886,<:__:1477327764334969044>
Dragapult,887,<:__:1477327776376819887>
Zacian,888,<:__:1477327788112482324>
Zamazenta,889,<:__:1477327798862610452>
Eternatus,890,<:__:1477327811596255263>
Kubfu,891,<:__:1477327822019104859>
Urshifu,892,<:__:1477327833943642126>
Zarude,893,<:__:1477327845670916296>
Regieleki,894,<:__:1477327856639021259>
Regidrago,895,<:__:1477327868186071102>
Glastrier,896,<:__:1477327879275679906>
Spectrier,897,<:__:1477327890017288410>
Calyrex,898,<:__:1477327901887041706>
Wyrdeer,899,<:__:1477327913329234051>
Kleavor,900,<:__:1477327925484327005>
Ursaluna,901,<:__:1477327937501139217>
Basculegion,902,<:__:1477327949702365277>
Sneasler,903,<:__:1477327961484169338>
Overqwil,904,<:__:1477327973806772235>
Enamorus,905,<:__:1477327986301862020>
Sprigatito,906,<:__:1477327997269839973>
Floragato,907,<:__:1477328008305184879>
Meowscarada,908,<:__:1477328019797311652>
Fuecoco,909,<:__:1477328031810064525>
Crocalor,910,<:__:1477328042329243821>
Skeledirge,911,<:__:1477328053863710830>
Quaxly,912,<:__:1477328064613453916>
Quaxwell,913,<:__:1477328074214342728>
Quaquaval,914,<:__:1477328083554926710>
Lechonk,915,<:__:1477328095240519773>
Oinkologne,916,<:__:1477328107366125690>
Tarountula,917,<:__:1477328118497804513>
Spidops,918,<:__:1477328131000897688>
Nymble,919,<:__:1477328141453361393>
Lokix,920,<:__:1477328153100947579>
Pawmi,921,<:__:1477328164966367424>
Pawmo,922,<:__:1477328176978985030>
Pawmot,923,<:__:1477328188517515408>
Tandemaus,924,<:__:1477328199904923749>
Maushold,925,<:__:1477328211154309120>
Fidough,926,<:__:1477328222420078643>
Dachsbun,927,<:__:1477328236433244170>
Smoliv,928,<:__:1477328246029942949>
Dolliv,929,<:__:1477328257673330688>
Arboliva,930,<:__:1477328269731827855>
Squawkabilly,931,<:__:1477328280897196155>
Nacli,932,<:__:1477328292699832391>
Naclstack,933,<:__:1477328304771170430>
Garganacl,934,<:__:1477328316338929917>
Charcadet,935,<:__:1477328326426104011>
Armarouge,936,<:__:1477328336706470120>
Ceruledge,937,<:__:1477328347527647234>
Tadbulb,938,<:__:1477328358873497721>
Bellibolt,939,<:__:1477328371187974264>
Wattrel,940,<:__:1477328382554538116>
Kilowattrel,941,<:__:1477328393493282957>
Maschiff,942,<:__:1477328403408621760>
Mabosstiff,943,<:__:1477328413743251680>
Shroodle,944,<:__:1477328424740720741>
Grafaiai,945,<:__:1477328435360567398>
Bramblin,946,<:__:1477328447058739394>
Brambleghast,947,<:__:1477328459494854857>
Toedscool,948,<:__:1477328469921759234>
Toedscruel,949,<:__:1477328480210386944>
Klawf,950,<:__:1477328490075521292>
Capsakid,951,<:__:1477328502054457375>
Scovillain,952,<:__:1477328513848578070>
Rellor,953,<:__:1477328525030850560>
Rabsca,954,<:__:1477328534530818213>
Flittle,955,<:__:1477328546614476924>
Espathra,956,<:__:1477328558685683743>
Tinkatink,957,<:__:1477328569309855937>
Tinkatuff,958,<:__:1477328581884383404>
Tinkaton,959,<:__:1477328591942324290>
Wiglett,960,<:__:1477328601274781781>
Wugtrio,961,<:__:1477328613505368074>
Bombirdier,962,<:__:1477328623253061795>
Finizen,963,<:__:1477328633570787501>
Palafin,964,<:__:1477328643452829850>
Varoom,965,<:__:1477328654940770546>
Revavroom,966,<:__:1477328667079082070>
Cyclizar,967,<:__:1477328677493669898>
Orthworm,968,<:__:1477328689409556544>
Glimmet,969,<:__:1477328705171882125>
Glimmora,970,<:__:1477328715838128129>
Greavard,971,<:__:1477328727695167599>
Houndstone,972,<:__:1477328740387258488>
Flamigo,973,<:__:1477328750587809792>
Cetoddle,974,<:__:1477328760268259501>
Cetitan,975,<:__:1477328769885929564>
Veluza,976,<:__:1477328781340315748>
Dondozo,977,<:__:1477328793243750520>
Tatsugiri,978,<:__:1477328804472033400>
Annihilape,979,<:__:1477328816488583351>
Clodsire,980,<:__:1477328826978664611>
Farigiraf,981,<:__:1477328837141594222>
Dudunsparce,982,<:__:1477328846952075458>
Kingambit,983,<:__:1477328860352745684>
Great Tusk,984,<:__:1477328871035633787>
Scream Tail,985,<:__:1477328883261898782>
Brute Bonnet,986,<:__:1477328893806510161>
Flutter Mane,987,<:__:1477328903763787848>
Slither Wing,988,<:__:1477328915793186836>
Sandy Shocks,989,<:__:1477328927830708307>
Iron Treads,990,<:__:1477328938937356479>
Iron Bundle,991,<:__:1477328948466815091>
Iron Hands,992,<:__:1477328959523000454>
Iron Jugulis,993,<:__:1477328971182903466>
Iron Moth,994,<:__:1477328981295501464>
Iron Thorns,995,<:__:1477328993073107015>
Frigibax,996,<:__:1477329003999133736>
Arctibax,997,<:__:1477329015823143028>
Baxcalibur,998,<:__:1477329026044399851>
Gimmighoul,999,<:__:1477329035930370189>
Gholdengo,1000,<:__:1477329047330619442>
Wo-Chien,1001,<:__:1477329057610993716>
Chien-Pao,1002,<:__:1477329067928981517>
Ting-Lu,1003,<:__:1477329079924691127>
Chi-Yu,1004,<:__:1477329091215626290>
Roaring Moon,1005,<:__:1477329104327147610>
Iron Valiant,1006,<:__:1477329114485493913>
Koraidon,1007,<:__:1477329124912795831>
Miraidon,1008,<:__:1477329136052863039>
Walking Wake,1009,<:__:1477329148669071571>
Iron Leaves,1010,<:__:1477329158983122986>
Dipplin,1011,<:__:1477329168898457851>
Poltchageist,1012,<:__:1477329179350401271>
Sinistcha,1013,<:__:1477329189857132715>
Okidogi,1014,<:__:1477329199449640982>
Munkidori,1015,<:__:1477329210988167369>
Fezandipiti,1016,<:__:1477329220232282184>
Ogerpon,1017,<:__:1477329238817247272>
Archaludon,1018,<:__:1477329248405684276>
Hydrapple,1019,<:__:1477329260556320798>
Gouging Fire,1020,<:__:1477329273265324193>
Raging Bolt,1021,<:__:1477329285315428454>
Iron Boulder,1022,<:__:1477329295302201374>
Iron Crown,1023,<:__:1477329306182090824>
Terapagos,1024,<:__:1477329317758500878>
Pecharunt,1025,<:__:1477329327808053311>
Attack Deoxys,10001,<:__:1477329340021870706>
Defense Deoxys,10002,<:__:1477329350880657418>
Speed Deoxys,10003,<:__:1477329362654204071>
Sandy Wormadam,10004,<:__:1477329373169455135>
Trash Wormadam,10005,<:__:1477329385336999936>
Sky Shaymin,10006,<:__:1477329396754026589>
Origin Giratina,10007,<:__:1477329409345196183>
Heat Rotom,10008,<:__:1477329426826920107>
Wash Rotom,10009,<:__:1477329439124885739>
Frost Rotom,10010,<:__:1477329451745542369>
Fan Rotom,10011,<:__:1477329462579167396>
Mow Rotom,10012,<:__:1477329472905547927>
Sunny Castform,10013,<:__:1477329485362888898>
Rainy Castform,10014,<:__:1477329497412866251>
Snowy Castform,10015,<:__:1477329509702439144>
Blue-Striped Basculin,10016,<:__:1477329519420641421>
Zen Darmanitan,10017,<:__:1477329531365753087>
Pirouette Meloetta,10018,<:__:1477329543567114504>
Therian Tornadus,10019,<:__:1477329556095504548>
Therian Thundurus,10020,<:__:1477329566262366398>
Therian Landorus,10021,<:__:1477329579269034294>
Black Kyurem,10022,<:__:1477329589674967060>
White Kyurem,10023,<:__:1477329599800152196>
Resolute Keldeo,10024,<:__:1477329611472769158>
Blade Aegislash,10026,<:__:1477329621736230974>
Mega Venusaur,10033,<:__:1477329636684726294>
Mega Charizard X,10034,<:__:1477329649909370982>
Mega Charizard Y,10035,<:__:1477329660692922542>
Mega Blastoise,10036,<:__:1477329673397469276>
Mega Alakazam,10037,<:__:1477329685712211968>
Mega Gengar,10038,<:__:1477329697263063195>
Mega Kangaskhan,10039,<:__:1477329710357807236>
Mega Pinsir,10040,<:__:1477329721397350451>
Mega Gyarados,10041,<:__:1477329733833326612>
Mega Aerodactyl,10042,<:__:1477329745325592576>
Mega Mewtwo X,10043,<:__:1477329756583231650>
Mega Mewtwo Y,10044,<:__:1477329767433900053>
Mega Ampharos,10045,<:__:1477329779236536503>
Mega Scizor,10046,<:__:1477329791618388058>
Mega Heracross,10047,<:__:1477329801864806570>
Mega Houndoom,10048,<:__:1477329812753354877>
Mega Tyranitar,10049,<:__:1477329824946192566>
Mega Blaziken,10050,<:__:1477329835696066671>
Mega Gardevoir,10051,<:__:1477329845259210832>
Mega Mawile,10052,<:__:1477329857028554822>
Mega Aggron,10053,<:__:1477329868504043552>
Mega Medicham,10054,<:__:1477329880839356551>
Mega Manectric,10055,<:__:1477329892776480779>
Mega Banette,10056,<:__:1477329903627141243>
Mega Absol,10057,<:__:1477329913588744284>
Mega Garchomp,10058,<:__:1477329925131468951>
Mega Lucario,10059,<:__:1477329937051549770>
Mega Abomasnow,10060,<:__:1477329947210154196>
Mega Latias,10062,<:__:1477329958232784996>
Mega Latios,10063,<:__:1477329969884692510>
Mega Swampert,10064,<:__:1477329979825197226>
Mega Sceptile,10065,<:__:1477329992236138536>
Mega Sableye,10066,<:__:1477330003300581536>
Mega Altaria,10067,<:__:1477330013291282473>
Mega Gallade,10068,<:__:1477330025077280850>
Mega Audino,10069,<:__:1477330036666404885>
Mega Sharpedo,10070,<:__:1477330046858297487>
Mega Slowbro,10071,<:__:1477330058015277198>
Mega Steelix,10072,<:__:1477330069646086246>
Mega Pidgeot,10073,<:__:1477330079800361123>
Mega Glalie,10074,<:__:1477330092131745929>
Mega Diancie,10075,<:__:1477330104525918270>
Mega Metagross,10076,<:__:1477330115439362262>
Primal Kyogre,10077,<:__:1477330127401521193>
Primal Groudon,10078,<:__:1477330137480560815>
Mega Rayquaza,10079,<:__:1477330148322705590>
Hoopa Unbound,10086,<:__:1477330160490512717>
Mega Camerupt,10087,<:__:1477330171827847208>
Mega Lopunny,10088,<:__:1477330183303336106>
Mega Salamence,10089,<:__:1477330192941977600>
Mega Beedrill,10090,<:__:1477330203071086713>
Alolan Rattata,10091,<:__:1477330213766561944>
Alolan Raticate,10092,<:__:1477330225003237539>
Alolan Raichu,10100,<:__:1477330237313388625>
Alolan Sandshrew,10101,<:__:1477330247455346898>
Alolan Sandslash,10102,<:__:1477330258628972665>
Alolan Vulpix,10103,<:__:1477330270397927465>
Alolan Ninetales,10104,<:__:1477330282406219846>
Alolan Diglett,10105,<:__:1477330292602831001>
Alolan Dugtrio,10106,<:__:1477330304807993615>
Alolan Meowth,10107,<:__:1477330313909899387>
Alolan Persian,10108,<:__:1477330326479962244>
Alolan Geodude,10109,<:__:1477330338303836333>
Alolan Graveler,10110,<:__:1477330348537938072>
Alolan Golem,10111,<:__:1477330359652716684>
Alolan Grimer,10112,<:__:1477330371409346642>
Alolan Muk,10113,<:__:1477330383673491630>
Alolan Exeggutor,10114,<:__:1477330395241644152>
Alolan Marowak,10115,<:__:1477330405278613706>
10% Zygarde,10118,<:__:1477330416821342310>
Complete Zygarde,10120,<:__:1477330427411693712>
Pom-pom Oricorio,10123,<:__:1477330438920863960>
Pa'u Oricorio,10124,<:__:1477330451365630053>
Sensu Oricorio,10125,<:__:1477330462157443072>
Midnight Lycanroc,10126,<:__:1477330474668916807>
School Wishiwashi,10127,<:__:1477330484529860781>
Red Meteor Minior,10130,<:__:1477330496655720500>
Orange Meteor Minior,10131,<:__:1477330508483530843>
Yellow Meteor Minior,10132,<:__:1477330520089170071>
Green Meteor Minior,10133,<:__:1477330531686547487>
Blue Meteor Minior,10134,<:__:1477330541706612761>
Indigo Meteor Minior,10135,<:__:1477330552527917066>
Violet Meteor Minior,10136,<:__:1477330563240165406>
Red Core Minior,10137,<:__:1477330575286206619>
Orange Core Minior,10138,<:__:1477330588284227747>
Yellow Core Minior,10139,<:__:1477330600137588934>
Green Core Minior,10140,<:__:1477330611961073839>
Blue Core Minior,10141,<:__:1477330622640029777>
Indigo Core Minior,10142,<:__:1477330633096167456>
Original Magearna,10147,<:__:1477330642994987158>
Dusk Lycanroc,10152,<:__:1477330653291872288>
Dusk Mane Necrozma,10155,<:__:1477330668668194976>
Dawn Wings Necrozma,10156,<:__:1477330680567566366>
Ultra Necrozma,10157,<:__:1477330691481010427>
Galarian Meowth,10158,<:__:1477330702138867752>
Galarian Ponyta,10159,<:__:1477330713966547136>
Galarian Rapidash,10160,<:__:1477330726465703956>
Galarian Slowpoke,10161,<:__:1477330738041847899>
Galarian Slowbro,10162,<:__:1477330750113189954>
Galarian Farfetch'd,10163,<:__:1477330759990902804>
Galarian Weezing,10164,<:__:1477330770086330622>
Galarian Mr. Mime,10165,<:__:1477330780647854262>
Galarian Articuno,10166,<:__:1477330792127660257>
Galarian Zapdos,10167,<:__:1477330803779174561>
Galarian Moltres,10168,<:__:1477330815955238963>
Galarian Slowking,10169,<:__:1477330826197860352>
Galarian Corsola,10170,<:__:1477330838109683766>
Galarian Zigzagoon,10171,<:__:1477330848565956730>
Galarian Linoone,10172,<:__:1477330860738088961>
Galarian Darumaka,10173,<:__:1477330872880599040>
Galarian Darmanitan,10174,<:__:1477330886222675998>
Galarian Zen Darmanitan,10175,<:__:1477330896049930456>
Galarian Yamask,10176,<:__:1477330908100034689>
Galarian Stunfisk,10177,<:__:1477330918963286139>
Low Key Toxtricity,10178,<:__:1477330930031919105>
Noice Face Eiscue,10179,<:__:1477330940173746372>
Crowned Zacian,10181,<:__:1477330952295551139>
Crowned Zamazenta,10182,<:__:1477330961879404624>
Rapid Strike Urshifu,10183,<:__:1477330973027729590>
Ice Rider Calyrex,10184,<:__:1477330983220154501>
Shadow Rider Calyrex,10185,<:__:1477330995383636173>
Gigantamax Venusaur,10186,<:__:1477331006427238450>
Gigantamax Charizard,10187,<:__:1477331017458122993>
Gigantamax Blastoise,10188,<:__:1477331027637698745>
Gigantamax Butterfree,10189,<:__:1477331039675486431>
Gigantamax Pikachu,10190,<:__:1477331050370826240>
Gigantamax Meowth,10191,<:__:1477331061666222344>
Gigantamax Machamp,10192,<:__:1477331073913323520>
Gigantamax Gengar,10193,<:__:1477331084277715159>
Gigantamax Kingler,10194,<:__:1477331095493021872>
Gigantamax Lapras,10195,<:__:1477331109342875892>
Gigantamax Eevee,10196,<:__:1477331120378089664>
Gigantamax Snorlax,10197,<:__:1477331130800672838>
Gigantamax Garbodor,10198,<:__:1477331144809775187>
Gigantamax Melmetal,10199,<:__:1477331158109913200>
Gigantamax Rillaboom,10200,<:__:1477331169380008016>
Gigantamax Cinderace,10201,<:__:1477331181996343457>
Gigantamax Inteleon,10202,<:__:1477331196471017646>
Gigantamax Corviknight,10203,<:__:1477331208663990334>
Gigantamax Orbeetle,10204,<:__:1477331220638466241>
Gigantamax Drednaw,10205,<:__:1477331234072952872>
Gigantamax Coalossal,10206,<:__:1477331246735425697>
Gigantamax Flapple,10207,<:__:1477331256739106927>
Gigantamax Appletun,10208,<:__:1477331268533485802>
Gigantamax Sandaconda,10209,<:__:1477331281112076471>
Gigantamax Amped Toxtricity,10210,<:__:1477331293258645564>
Gigantamax Centiskorch,10211,<:__:1477331303652134997>
Gigantamax Hatterene,10212,<:__:1477331315794907147>
Gigantamax Grimmsnarl,10213,<:__:1477331325122904085>
Gigantamax Alcremie,10214,<:__:1477331335105347738>
Gigantamax Copperajah,10215,<:__:1477331347227021473>
Gigantamax Duraludon,10216,<:__:1477331359449219284>
Eternamax Eternatus,10217,<:__:1477331369133604895>
Gigantamax Single Strike Urshifu,10218,<:__:1477331380701757593>
Gigantamax Rapid Strike Urshifu,10219,<:__:1477331392990941526>
Gigantamax Low Key Toxtricity,10220,<:__:1477331405171327111>
Hisuian Growlithe,10221,<:__:1477331416776966226>
Hisuian Arcanine,10222,<:__:1477331429527654533>
Hisuian Voltorb,10223,<:__:1477331441426890885>
Hisuian Electrode,10224,<:__:1477331452155924512>
Hisuian Typhlosion,10225,<:__:1477331464050835487>
Hisuian Qwilfish,10226,<:__:1477331476046549022>
Hisuian Sneasel,10227,<:__:1477331488180535549>
Hisuian Samurott,10228,<:__:1477331499773857977>
Hisuian Lilligant,10229,<:__:1477331510968193134>
Hisuian Zorua,10230,<:__:1477331522246803569>
Hisuian Zoroark,10231,<:__:1477331535748141299>
Hisuian Braviary,10232,<:__:1477331547572015184>
Hisuian Sliggoo,10233,<:__:1477331559207014555>
Hisuian Goodra,10234,<:__:1477331569965535356>
Hisuian Avalugg,10235,<:__:1477331582540054709>
Hisuian Decidueye,10236,<:__:1477331594980229120>
Origin Palkia,10237,<:__:1477331605386301541>
Origin Dialga,10238,<:__:1477331618824716360>
Partner Pikachu,10239,<:__:1477331630610841752>
Partner Eevee,10240,<:__:1477331647509565717>
Gulping Cramorant,10243,<:__:1477331658150641755>
Gorging Cramorant,10244,<:__:1477331668594458739>
Hangry Morpeko,10245,<:__:1477331680854544544>
Dada Zarude,10246,<:__:1477331690904092703>
White-Striped Basculin,10247,<:__:1477331701373075549>
Therian Enamorus,10249,<:__:1477331713033244782>
Combat Breed Tauros,10250,<:__:1477331724995264734>
Blaze Breed Tauros,10251,<:__:1477331737360072705>
Aqua Breed Tauros,10252,<:__:1477331748051222650>
Paldean Wooper,10253,<:__:1477331762303467540>
Three-Segment Dudunsparce,10255,<:__:1477331773338812628>
Hero Palafin,10256,<:__:1477331783136579842>
Family of Three Maushold,10257,<:__:1477331794557931582>
Droopy Tatsugiri,10258,<:__:1477331806062772420>
Stretchy Tatsugiri,10259,<:__:1477331817521479871>
Blue Plumage Squawkabilly,10260,<:__:1477331828997361898>
Yellow Plumage Squawkabilly,10261,<:__:1477331838790926359>
White Plumage Squawkabilly,10262,<:__:1477331850581246093>
Roaming Gimmighoul,10263,<:__:1477331862082027551>
Sprinting Build Koraidon,10265,<:__:1477331872152420555>
Gliding Build Koraidon,10267,<:__:1477331883581767844>
Drive Mode Miraidon,10269,<:__:1477331892876349625>
Glide Mode Miraidon,10271,<:__:1477331902783553740>
Bloodmoon Ursaluna,10272,<:__:1477331913860583435>
Wellspring Mask Ogerpon,10273,<:__:1477331924619100330>
Hearthflame Mask Ogerpon,10274,<:__:1477331936052642055>
Cornerstone Mask Ogerpon,10275,<:__:1477331947524063377>
Terastal Terapagos,10276,<:__:1477331957716222104>
Unown A,10278,<:__:1477331968244056106>
Unown B,10279,<:__:1477331978914369606>
Unown C,10280,<:__:1477331988703744083>
Unown D,10281,<:__:1477331998673473578>
Unown E,10282,<:__:1477332008966553780>
Unown G,10283,<:__:1477332019670286478>
Unown H,10284,<:__:1477332031099637871>
Unown I,10285,<:__:1477332042076127482>
Unown J,10286,<:__:1477332052209565758>
Unown K,10287,<:__:1477332063995559936>
Unown L,10288,<:__:1477332076284870676>
Unown M,10289,<:__:1477332087496249448>
Unown N,10290,<:__:1477332098997293229>
Unown O,10291,<:__:1477332108509974793>
Unown P,10292,<:__:1477332119477944342>
Unown Q,10293,<:__:1477332131288977459>
Unown R,10294,<:__:1477332141200380046>
Unown S,10295,<:__:1477332151946182716>
Unown T,10296,<:__:1477332162469433535>
Unown U,10297,<:__:1477332173806899421>
Unown V,10298,<:__:1477332184720212200>
Unown W,10299,<:__:1477332194807648309>
